Timestamp,Filename,Protocol,Speed(Mbps)
2025-06-13 06:29:14,Grb-240p.mp4,TCP,12.21
2025-06-13 06:29:36,Grb-360p.mp4,UDP,4.48
2025-06-13 18:49:30,Grb-360p.mp4,UDP,7.56
2025-06-13 18:49:42,Grb-720p.mp4,RTP,5.90
2025-06-13 18:49:53,Grb-1080p.mp4,RTP,9.17
2025-06-13 18:49:53,Grb-240p.mp4,UDP,6.61
2025-06-13 18:50:04,Grb-720p.mp4,RTP,6.64
2025-06-13 18:50:15,Grb-1080p.mp4,RTP,12.46
2025-06-13 18:50:15,Grb-1080p.mp4,RTP,12.32
2025-06-13 18:50:26,Grb-720p.mp4,RTP,5.43
2025-06-13 18:50:26,Grb-1080p.mp4,RTP,13.51
2025-06-13 18:50:38,Grb-1080p.mp4,RTP,8.16
2025-06-13 18:50:48,Grb-1080p.mp4,RTP,8.15
2025-06-13 18:50:49,Grb-1080p.mp4,RTP,11.16
2025-06-13 18:51:00,Grb-1080p.mp4,RTP,12.29
2025-06-13 18:51:02,Grb-240p.mp4,RTP,5.91
2025-06-13 18:51:10,Grb-720p.mp4,RTP,6.46
2025-06-13 18:51:11,Grb-1080p.mp4,RTP,13.97
2025-06-13 18:51:13,Grb-1080p.mp4,RTP,12.93
2025-06-13 18:51:21,Grb-1080p.mp4,RTP,11.18
2025-06-13 18:51:22,Grb-1080p.mp4,RTP,8.83
2025-06-13 18:51:24,Grb-1080p.mp4,RTP,11.39
2025-06-13 18:51:26,Grb-240p.mp4,UDP,8.45
2025-06-13 18:51:32,Grb-720p.mp4,RTP,6.59
2025-06-13 18:51:33,Grb-1080p.mp4,RTP,11.56
2025-06-13 18:51:35,Grb-720p.mp4,RTP,6.83
2025-06-13 18:51:37,Grb-1080p.mp4,RTP,8.70
2025-06-13 18:51:43,Grb-1080p.mp4,RTP,10.42
2025-06-13 18:51:46,Grb-1080p.mp4,RTP,9.17
2025-06-13 18:51:48,Grb-480p.mp4,UDP,4.03
2025-06-13 18:51:54,Grb-1080p.mp4,RTP,8.14
2025-06-13 18:51:55,Grb-1080p.mp4,RTP,9.51
2025-06-13 18:51:59,Grb-720p.mp4,RTP,7.12
2025-06-13 18:52:06,Grb-480p.mp4,UDP,4.56
2025-06-13 18:52:08,Grb-480p.mp4,UDP,4.55
2025-06-13 18:52:10,Grb-1080p.mp4,RTP,13.94
2025-06-13 18:52:16,Grb-1080p.mp4,RTP,12.44
2025-06-13 18:52:17,Grb-1080p.mp4,RTP,13.65
2025-06-13 18:52:19,Grb-720p.mp4,RTP,7.61
2025-06-13 18:52:21,Grb-1080p.mp4,RTP,11.78
2025-06-13 18:52:27,Grb-480p.mp4,UDP,4.83
2025-06-13 18:52:30,Grb-1080p.mp4,RTP,9.91
2025-06-13 18:52:32,Grb-480p.mp4,UDP,4.30
2025-06-13 18:52:43,Grb-720p.mp4,RTP,5.94
2025-06-13 18:52:50,Grb-720p.mp4,RTP,7.81
2025-06-13 18:52:52,Grb-720p.mp4,RTP,5.22
2025-06-13 18:52:54,Grb-1080p.mp4,RTP,10.40
2025-06-13 18:53:00,Grb-720p.mp4,RTP,6.90
2025-06-13 18:53:01,Grb-1080p.mp4,RTP,10.04
2025-06-13 18:53:11,Grb-1080p.mp4,RTP,12.99
2025-06-13 18:53:12,Grb-1080p.mp4,RTP,12.18
2025-06-13 18:53:16,Grb-1080p.mp4,RTP,13.53
2025-06-13 18:53:22,Grb-1080p.mp4,RTP,9.91
2025-06-13 18:53:23,Grb-720p.mp4,RTP,7.06
2025-06-13 18:53:27,Grb-720p.mp4,RTP,6.96
2025-06-13 18:53:33,Grb-720p.mp4,RTP,7.16
2025-06-13 18:53:34,Grb-1080p.mp4,RTP,9.98
2025-06-13 18:53:36,Grb-1080p.mp4,RTP,13.83
2025-06-13 18:53:38,Grb-1080p.mp4,RTP,8.85
2025-06-13 18:53:44,Grb-1080p.mp4,RTP,8.62
2025-06-13 18:53:45,Grb-720p.mp4,RTP,5.56
2025-06-13 18:53:55,Grb-1080p.mp4,RTP,12.12
2025-06-13 18:53:56,Grb-1080p.mp4,RTP,12.64
2025-06-13 18:53:58,Grb-1080p.mp4,RTP,8.95
2025-06-13 18:54:10,Grb-720p.mp4,RTP,5.83
2025-06-13 18:54:11,Grb-720p.mp4,RTP,7.39
2025-06-13 18:54:18,Grb-1080p.mp4,RTP,10.09
2025-06-13 18:54:21,Grb-720p.mp4,RTP,7.26
2025-06-13 18:54:22,Grb-720p.mp4,RTP,5.14
2025-06-13 18:54:29,Grb-1080p.mp4,RTP,12.83
2025-06-13 18:54:32,Grb-1080p.mp4,RTP,10.35
2025-06-13 18:54:39,Grb-720p.mp4,RTP,5.64
2025-06-13 18:54:40,Grb-1080p.mp4,RTP,8.69
2025-06-13 18:54:43,Grb-1080p.mp4,RTP,14.00
2025-06-13 18:54:44,Grb-1080p.mp4,RTP,12.59
2025-06-13 18:54:51,Grb-1080p.mp4,RTP,12.76
2025-06-13 18:54:54,Grb-1080p.mp4,RTP,8.00
2025-06-13 18:54:55,Grb-1080p.mp4,RTP,8.82
2025-06-13 18:55:01,Grb-1080p.mp4,RTP,12.10
2025-06-13 18:55:02,Grb-1080p.mp4,RTP,9.07
2025-06-13 18:55:06,Grb-720p.mp4,RTP,5.11
2025-06-13 18:55:12,Grb-480p.mp4,UDP,4.62
2025-06-13 18:55:13,Grb-1080p.mp4,RTP,10.82
2025-06-13 18:55:16,Grb-1080p.mp4,RTP,12.85
2025-06-13 18:55:17,Grb-1080p.mp4,RTP,13.59
2025-06-13 18:55:23,Grb-720p.mp4,RTP,6.11
2025-06-13 18:55:24,Grb-1080p.mp4,RTP,8.29
2025-06-13 18:55:27,Grb-1080p.mp4,RTP,13.95
2025-06-13 18:55:28,Grb-1080p.mp4,RTP,11.46
2025-06-13 18:55:34,Grb-1080p.mp4,RTP,8.25
2025-06-13 18:55:38,Grb-1080p.mp4,RTP,8.09
2025-06-13 18:55:39,Grb-720p.mp4,RTP,5.44
2025-06-13 18:55:45,Grb-1080p.mp4,RTP,12.59
2025-06-13 18:55:46,Grb-1080p.mp4,RTP,13.10
2025-06-13 18:55:49,Grb-1080p.mp4,RTP,13.41
2025-06-13 18:55:50,Grb-480p.mp4,UDP,4.43
2025-06-13 18:55:56,Grb-1080p.mp4,RTP,8.26
2025-06-13 18:56:00,Grb-720p.mp4,RTP,6.03
2025-06-13 18:56:01,Grb-720p.mp4,RTP,6.99
2025-06-13 18:56:07,Grb-720p.mp4,RTP,5.88
2025-06-13 18:56:11,Grb-1080p.mp4,RTP,8.65
2025-06-13 18:56:12,Grb-1080p.mp4,RTP,8.39
2025-06-13 18:56:18,Grb-1080p.mp4,RTP,14.00
2025-06-13 18:56:19,Grb-1080p.mp4,RTP,11.30
2025-06-13 18:56:22,Grb-1080p.mp4,RTP,11.46
2025-06-13 18:56:23,Grb-1080p.mp4,RTP,10.72
2025-06-13 18:56:29,Grb-480p.mp4,UDP,4.74
2025-06-13 18:56:33,Grb-480p.mp4,UDP,4.71
2025-06-13 18:56:34,Grb-1080p.mp4,RTP,8.22
2025-06-13 18:56:40,Grb-1080p.mp4,RTP,8.09
2025-06-13 18:56:41,Grb-720p.mp4,RTP,5.82
2025-06-13 18:56:44,Grb-1080p.mp4,RTP,10.63
2025-06-13 18:56:51,Grb-1080p.mp4,RTP,10.16
2025-06-13 18:56:52,Grb-1080p.mp4,RTP,8.74
2025-06-13 18:56:55,Grb-1080p.mp4,RTP,8.57
2025-06-13 18:56:56,Grb-480p.mp4,UDP,4.95
2025-06-13 19:04:11,Grb-240p.mp4,UDP,10.73
2025-06-13 19:04:22,Grb-1080p.mp4,RTP,12.81
2025-06-13 19:11:51,Grb-240p.mp4,UDP,11.71
2025-06-13 19:12:02,Grb-720p.mp4,RTP,5.40
2025-06-13 19:16:59,Grb-240p.mp4,UDP,11.14
2025-06-13 19:17:10,Grb-1080p.mp4,RTP,12.22
2025-06-13 19:19:12,Grb-240p.mp4,UDP,5.25
2025-06-13 19:19:23,Grb-720p.mp4,RTP,6.05
2025-06-13 19:44:10,Grb-240p.mp4,UDP,11.12
2025-06-13 19:44:21,Grb-1080p.mp4,RTP,11.30
2025-06-13 20:07:59,Grb-240p.mp4,UDP,9.52
2025-06-13 20:08:10,Grb-720p.mp4,RTP,6.80
2025-06-13 23:13:29,Grb-480p.mp4,UDP,7.16
2025-06-13 23:13:40,Grb-1080p.mp4,RTP,11.85
2025-06-13 23:13:51,Grb-720p.mp4,RTP,6.20
2025-06-13 23:14:02,Grb-1080p.mp4,RTP,12.81
2025-06-13 23:14:13,Grb-1080p.mp4,RTP,13.99
2025-06-13 23:14:24,Grb-720p.mp4,RTP,6.18
